"source","target"
"15394954","1051446626"
"15394954","1531521632"
"15394954","237312687"
"15394954","211530910"
"15394954","22527499"
"15394954","1849261916"
"15394954","234822928"
"15394954","249339682"
"15394954","518644221"
"15394954","2253968388"
"15394954","1058256326"
"15394954","234937222"
"15394954","1072008757"
"15394954","235190657"
"15394954","976969338"
"15394954","229197216"
"15394954","1128514404"
"15394954","33655490"
"15394954","1058807868"
"15394954","110545675"
"15394954","584012853"
"15394954","37007274"
"15394954","1060487274"
"15394954","246769138"
"15394954","234906311"
"15394954","17513304"
"15394954","2953713339"
"15394954","249219716"
"15394954","237944147"
"15394954","84620376"
"15394954","236960387"
"15394954","242772524"
"15394954","124224165"
"15394954","960696949"
"15394954","111635527"
"15394954","37920978"
"15394954","240760644"
"15394954","32010840"
"15394954","26051676"
"15394954","1908143071"
"15394954","550401754"
"15394954","237763317"
"15394954","18566912"
"15394954","1058460818"
"15394954","233949261"
"15394954","237814920"
"15394954","1623308912"
"15394954","1092757885"
"15394954","248699486"
"15394954","240393970"
"15394954","236916916"
"15394954","19929362"
"15394954","222286905"
"15394954","198526130"
"15394954","254082173"
"15394954","76350004"
"15394954","161743731"
"15394954","23976316"
"15394954","19926675"
"15394954","1048784496"
"15394954","252819642"
"15394954","219429281"
"15394954","235251868"
"15394954","1069124515"
"15394954","613725908"
"15394954","234812598"
"15394954","2750127259"
"15394954","239871673"
"15394954","22055226"
"15394954","19658173"
"15394954","963480595"
"15394954","224294785"
"15394954","1072382221"
"15394954","26424123"
"15394954","50152441"
"15394954","240427862"
"15394954","248850174"
"15394954","234057152"
"15394954","2976598347"
"15394954","240385577"
"15394954","19407835"
"15394954","244268646"
"15394954","33977070"
"15394954","51228911"
"15394954","47798449"
"15394954","237299871"
"15394954","1060370282"
"15394954","1074412920"
"15394954","18277655"
"15394954","20053279"
"15394954","213634439"
"15394954","234053893"
"15394954","236899846"
"15394954","935033864"
"15394954","236479311"
"15394954","233693291"
"15394954","148006729"
"15394954","234837632"
"15394954","2382685057"
"15394954","2966758114"
"15394954","29766367"
"15394954","1499993378"
"15394954","18773159"
"15394954","221793778"
"15394954","234022257"
"15394954","15600527"
"15394954","2962813893"
"15394954","237750442"
"15394954","235271965"
"15394954","211420609"
"15394954","211901075"
"15394954","137794015"
"15394954","1071900114"
"15394954","975200486"
"15394954","117777832"
"15394954","1262814457"
"15394954","242873057"
"15394954","234128524"
"15394954","190328374"
"15394954","240363117"
"15394954","6577802"
"15394954","252819323"
"15394954","24773493"
"15394954","237862972"
"15394954","1065995022"
"15394954","26778110"
"15394954","281540744"
"15394954","137407124"
"15394954","76452765"
"15394954","15356407"
"15394954","993153006"
"15394954","14275291"
"15394954","21269970"
"15394954","249288197"
"15394954","76649729"
"15394954","21157904"
"15394954","19726613"
"15394954","225921757"
"15394954","47975734"
"15394954","217543151"
"15394954","73303753"
"15394954","193794406"
"15394954","235217558"
"15394954","266133081"
"15394954","236511574"
"15394954","19394188"
"15394954","296361085"
"15394954","88784440"
"15394954","18915145"
"15394954","233737858"
"15394954","229966028"
"15394954","21111098"
"15394954","43910797"
"15394954","1074480192"
"15394954","968650362"
"15394954","18916432"
"15394954","11651202"
"15394954","48117116"
"15394954","1209417007"
"15394954","237348797"
"15394954","17544524"
"15394954","23124635"
"15394954","23970171"
"15394954","2861616083"
"15394954","1444015610"
"15394954","1382011333"
"15394954","20467163"
"15394954","16256269"
"30216513","18137749"
"30216513","188019606"
"30216513","15764644"
"30216513","133832049"
"30216513","2968007206"
"30216513","267938462"
"30216513","22012091"
"305620929","82453460"
"305620929","74508260"
"305620929","21312077"
"305620929","18137749"
"305620929","188019606"
"305620929","23600262"
"305620929","24195214"
"305620929","18909919"
"305620929","18030431"
"305620929","63169388"
"305620929","377534571"
"305620929","36686040"
"305620929","15764644"
"305620929","164369297"
"305620929","29501253"
"305620929","58928690"
"305620929","133832049"
"305620929","148453195"
"305620929","1092979962"
"305620929","787373558"
"305620929","155669457"
"305620929","28599820"
"305620929","122174004"
"305620929","82649553"
"305620929","88806753"
"305620929","111635527"
"305620929","26051676"
"305620929","237814920"
"305620929","222286905"
"305620929","937723303"
"305620929","50452197"
"305620929","19926675"
"305620929","312134473"
"305620929","241207373"
"305620929","1077121945"
"305620929","2975350155"
"305620929","16583468"
"305620929","244268646"
"305620929","18277655"
"305620929","24913074"
"305620929","20002401"
"305620929","381152398"
"305620929","303861808"
"305620929","24773493"
"305620929","140519774"
"305620929","132278386"
"305620929","109071031"
"305620929","109287731"
"305620929","476256944"
"305620929","3091316093"
"305620929","23970171"
"305620929","1064206014"
"305620929","22012091"
"15281676","20209807"
"15281676","234797704"
"15281676","15394954"
"15281676","17976923"
"15281676","295685416"
"15281676","25086658"
"15281676","24183358"
"15281676","233761277"
"15281676","299883942"
"15281676","242761889"
"15281676","18967498"
"15281676","22831059"
"15281676","22509548"
"15281676","16102244"
"15281676","235312723"
"15281676","52503751"
"15281676","17896154"
"15281676","19739126"
"15281676","23712174"
"15281676","242926427"
"15281676","17800215"
"15281676","16056306"
"15281676","18805303"
"15281676","18632666"
"15281676","18166778"
"15281676","851621377"
"15281676","5558312"
"15281676","18030431"
"15281676","74198348"
"15281676","22545491"
"15281676","15856366"
"15281676","37094727"
"15281676","402719755"
"15281676","278145569"
"15281676","15751083"
"15281676","27676828"
"15281676","20015903"
"15281676","24735461"
"15281676","15160884"
"15281676","34340464"
"15281676","246341769"
"15281676","234469322"
"15281676","1089334250"
"15281676","960962340"
"15281676","1051446626"
"15281676","237312687"
"15281676","211530910"
"15281676","22527499"
"15281676","234822928"
"15281676","249339682"
"15281676","1058256326"
"15281676","234937222"
"15281676","1072008757"
"15281676","235190657"
"15281676","976969338"
"15281676","229197216"
"15281676","1058807868"
"15281676","110545675"
"15281676","584012853"
"15281676","245408102"
"15281676","37007274"
"15281676","1060487274"
"15281676","246769138"
"15281676","17513304"
"15281676","249219716"
"15281676","237944147"
"15281676","84620376"
"15281676","236960387"
"15281676","124224165"
"15281676","960696949"
"15281676","37920978"
"15281676","240760644"
"15281676","32010840"
"15281676","26051676"
"15281676","550401754"
"15281676","237763317"
"15281676","18566912"
"15281676","1058460818"
"15281676","233949261"
"15281676","237814920"
"15281676","248699486"
"15281676","240393970"
"15281676","236916916"
"15281676","19929362"
"15281676","222286905"
"15281676","198526130"
"15281676","254082173"
"15281676","76350004"
"15281676","161743731"
"15281676","23976316"
"15281676","19926675"
"15281676","1048784496"
"15281676","252819642"
"15281676","219429281"
"15281676","235251868"
"15281676","1069124515"
"15281676","613725908"
"15281676","234812598"
"15281676","241207373"
"15281676","239871673"
"15281676","22055226"
"15281676","1045853744"
"15281676","19658173"
"15281676","963480595"
"15281676","224294785"
"15281676","1072382221"
"15281676","26424123"
"15281676","50152441"
"15281676","240427862"
"15281676","248850174"
"15281676","234057152"
"15281676","240385577"
"15281676","19407835"
"15281676","244268646"
"15281676","33977070"
"15281676","51228911"
"15281676","237299871"
"15281676","1060370282"
"15281676","1074412920"
"15281676","18277655"
"15281676","20053279"
"15281676","950328072"
"15281676","213634439"
"15281676","234053893"
"15281676","236899846"
"15281676","935033864"
"15281676","236479311"
"15281676","233693291"
"15281676","148006729"
"15281676","234837632"
"15281676","29766367"
"15281676","18773159"
"15281676","221793778"
"15281676","234022257"
"15281676","15600527"
"15281676","237750442"
"15281676","235271965"
"15281676","211420609"
"15281676","211901075"
"15281676","1071900114"
"15281676","975200486"
"15281676","117777832"
"15281676","242873057"
"15281676","234128524"
"15281676","190328374"
"15281676","240363117"
"15281676","6577802"
"15281676","252819323"
"15281676","1058345042"
"15281676","24773493"
"15281676","237862972"
"15281676","1065995022"
"15281676","26778110"
"15281676","281540744"
"15281676","137407124"
"15281676","76452765"
"15281676","15356407"
"15281676","993153006"
"15281676","14275291"
"15281676","249288197"
"15281676","225921757"
"15281676","217543151"
"15281676","193794406"
"15281676","235217558"
"15281676","968650362"
"15281676","18916432"
"15281676","48117116"
"15281676","1074101017"
"15281676","237348797"
"15281676","17544524"
"15281676","23124635"
"15281676","23970171"
"15281676","1058051748"
"15281676","20467163"
"15281676","16256269"
"17976923","20209807"
"17976923","234797704"
"17976923","15394954"
"17976923","15281676"
"17976923","10615232"
"17976923","295685416"
"17976923","25086658"
"17976923","24183358"
"17976923","233761277"
"17976923","299883942"
"17976923","242761889"
"17976923","18967498"
"17976923","2975091705"
"17976923","22831059"
"17976923","22509548"
"17976923","16102244"
"17976923","235312723"
"17976923","52503751"
"17976923","17896154"
"17976923","19739126"
"17976923","14845376"
"17976923","23712174"
"17976923","242926427"
"17976923","2963445730"
"17976923","20546536"
"17976923","17800215"
"17976923","16056306"
"17976923","18805303"
"17976923","18632666"
"17976923","18166778"
"17976923","851621377"
"17976923","5558312"
"17976923","237770636"
"17976923","13218102"
"17976923","18030431"
"17976923","74198348"
"17976923","1155212191"
"17976923","22545491"
"17976923","15856366"
"17976923","18061669"
"17976923","377534571"
"17976923","37094727"
"17976923","402719755"
"17976923","278145569"
"17976923","15751083"
"17976923","935368364"
"17976923","15764644"
"17976923","27676828"
"17976923","293131808"
"17976923","20015903"
"17976923","24735461"
"17976923","15160884"
"17976923","34340464"
"17976923","246341769"
"17976923","1305596696"
"17976923","234469322"
"17976923","2962891515"
"17976923","58928690"
"17976923","296245061"
"17976923","1089334250"
"17976923","960962340"
"17976923","1051446626"
"17976923","237312687"
"17976923","211530910"
"17976923","22527499"
"17976923","1849261916"
"17976923","234822928"
"17976923","249339682"
"17976923","518644221"
"17976923","2929491549"
"17976923","2253968388"
"17976923","1058256326"
"17976923","234937222"
"17976923","1289319271"
"17976923","1072008757"
"17976923","235190657"
"17976923","2933760046"
"17976923","2853309155"
"17976923","2730150631"
"17976923","2560169238"
"17976923","976969338"
"17976923","2869746172"
"17976923","229197216"
"17976923","155669457"
"17976923","1128514404"
"17976923","314205957"
"17976923","33655490"
"17976923","1058807868"
"17976923","28599820"
"17976923","110545675"
"17976923","584012853"
"17976923","245408102"
"17976923","82649553"
"17976923","37007274"
"17976923","1060487274"
"17976923","246769138"
"17976923","234906311"
"17976923","17513304"
"17976923","2953713339"
"17976923","249219716"
"17976923","237944147"
"17976923","84620376"
"17976923","236960387"
"17976923","242772524"
"17976923","124224165"
"17976923","2953974395"
"17976923","2951574214"
"17976923","960696949"
"17976923","37920978"
"17976923","240760644"
"17976923","32010840"
"17976923","26051676"
"17976923","1908143071"
"17976923","550401754"
"17976923","2964222544"
"17976923","237763317"
"17976923","18566912"
"17976923","1058460818"
"17976923","233949261"
"17976923","237814920"
"17976923","1623308912"
"17976923","1092757885"
"17976923","248699486"
"17976923","240393970"
"17976923","132201224"
"17976923","236916916"
"17976923","19929362"
"17976923","222286905"
"17976923","198526130"
"17976923","254082173"
"17976923","76350004"
"17976923","161743731"
"17976923","2862577383"
"17976923","23976316"
"17976923","19926675"
"17976923","1048784496"
"17976923","252819642"
"17976923","219429281"
"17976923","235251868"
"17976923","1069124515"
"17976923","613725908"
"17976923","234812598"
"17976923","2750127259"
"17976923","241207373"
"17976923","292990703"
"17976923","239871673"
"17976923","2914163523"
"17976923","22055226"
"17976923","1045853744"
"17976923","19658173"
"17976923","963480595"
"17976923","2966205003"
"17976923","224294785"
"17976923","1072382221"
"17976923","26424123"
"17976923","50152441"
"17976923","240427862"
"17976923","2964949642"
"17976923","248850174"
"17976923","234057152"
"17976923","2976598347"
"17976923","240385577"
"17976923","2914571740"
"17976923","19407835"
"17976923","244268646"
"17976923","33977070"
"17976923","51228911"
"17976923","47798449"
"17976923","237299871"
"17976923","2696643955"
"17976923","1060370282"
"17976923","2930635215"
"17976923","1074412920"
"17976923","18277655"
"17976923","20053279"
"17976923","950328072"
"17976923","2932617195"
"17976923","2847221717"
"17976923","213634439"
"17976923","234053893"
"17976923","236899846"
"17976923","935033864"
"17976923","236479311"
"17976923","2964287128"
"17976923","233693291"
"17976923","148006729"
"17976923","234837632"
"17976923","2382685057"
"17976923","2965083477"
"17976923","2966758114"
"17976923","1077446982"
"17976923","2953922782"
"17976923","2953494478"
"17976923","29766367"
"17976923","18773159"
"17976923","221793778"
"17976923","234022257"
"17976923","15600527"
"17976923","24913074"
"17976923","2962813893"
"17976923","237750442"
"17976923","20002401"
"17976923","235271965"
"17976923","211420609"
"17976923","211901075"
"17976923","1071900114"
"17976923","975200486"
"17976923","117777832"
"17976923","13491312"
"17976923","242873057"
"17976923","234128524"
"17976923","2914515430"
"17976923","190328374"
"17976923","2962994194"
"17976923","240363117"
"17976923","6577802"
"17976923","252819323"
"17976923","1058345042"
"17976923","24773493"
"17976923","237862972"
"17976923","1065995022"
"17976923","26778110"
"17976923","281540744"
"17976923","2852998461"
"17976923","137407124"
"17976923","76452765"
"17976923","15356407"
"17976923","993153006"
"17976923","14275291"
"17976923","21269970"
"17976923","249288197"
"17976923","249410485"
"17976923","76649729"
"17976923","15442036"
"17976923","21157904"
"17976923","117501995"
"17976923","19726613"
"17976923","211588974"
"17976923","225921757"
"17976923","47975734"
"17976923","217543151"
"17976923","264219447"
"17976923","73303753"
"17976923","193794406"
"17976923","235217558"
"17976923","212262370"
"17976923","266133081"
"17976923","72198806"
"17976923","202206694"
"17976923","19394188"
"17976923","296361085"
"17976923","88784440"
"17976923","262756641"
"17976923","75364211"
"17976923","18915145"
"17976923","233737858"
"17976923","229966028"
"17976923","21111098"
"17976923","968650362"
"17976923","221162525"
"17976923","18916432"
"17976923","11651202"
"17976923","48117116"
"17976923","1209417007"
"17976923","1074101017"
"17976923","237348797"
"17976923","17544524"
"17976923","23124635"
"17976923","23970171"
"17976923","1058051748"
"17976923","2482022082"
"17976923","2861616083"
"17976923","1444015610"
"17976923","1382011333"
"17976923","20467163"
"17976923","16256269"
"17976923","22012091"
"21312077","74508260"
"21312077","305620929"
"21312077","48086014"
"21312077","18137749"
"21312077","10615232"
"21312077","188019606"
"21312077","18967498"
"21312077","23600262"
"21312077","31801993"
"21312077","432676344"
"21312077","22812754"
"21312077","80612021"
"21312077","24195214"
"21312077","14135426"
"21312077","63169388"
"21312077","36686040"
"21312077","15764644"
"21312077","221792092"
"21312077","164369297"
"21312077","339852137"
"21312077","2916086925"
"21312077","156333623"
"21312077","199325935"
"21312077","249348006"
"21312077","248735463"
"21312077","133832049"
"21312077","161791703"
"21312077","2964351843"
"21312077","148453195"
"21312077","33576489"
"21312077","163570705"
"21312077","787373558"
"21312077","1045110018"
"21312077","28599820"
"21312077","122174004"
"21312077","1140648348"
"21312077","168502762"
"21312077","234906311"
"21312077","164007407"
"21312077","88806753"
"21312077","2962681881"
"21312077","24745957"
"21312077","2433737761"
"21312077","467823431"
"21312077","40302336"
"21312077","132201224"
"21312077","111635980"
"21312077","1055907624"
"21312077","138770045"
"21312077","29450962"
"21312077","33563161"
"21312077","193732179"
"21312077","239949176"
"21312077","2970462034"
"21312077","258900199"
"21312077","1206227149"
"21312077","2975350155"
"21312077","16583468"
"21312077","28602948"
"21312077","213634439"
"21312077","267854863"
"21312077","25781141"
"21312077","1072467470"
"21312077","310310133"
"21312077","20002401"
"21312077","381152398"
"21312077","303861808"
"21312077","13491312"
"21312077","252819323"
"21312077","234014087"
"21312077","15442036"
"21312077","18695134"
"21312077","16789970"
"21312077","72198806"
"21312077","29442313"
"21312077","17494010"
"21312077","970207298"
"21312077","242555999"
"21312077","18916432"
"21312077","2724095695"
"21312077","3091316093"
"21312077","239905257"
"21312077","22012091"
"21312077","240812994"
"48086014","82453460"
"48086014","21312077"
"48086014","18137749"
"48086014","188019606"
"48086014","38254095"
"48086014","23600262"
"48086014","161411080"
"48086014","22812754"
"48086014","80612021"
"48086014","15361570"
"48086014","18909919"
"48086014","237770636"
"48086014","14135426"
"48086014","63169388"
"48086014","36686040"
"48086014","221792092"
"48086014","293131808"
"48086014","29501253"
"48086014","156333623"
"48086014","199325935"
"48086014","249348006"
"48086014","248735463"
"48086014","133832049"
"48086014","305216911"
"48086014","161791703"
"48086014","148453195"
"48086014","1289319271"
"48086014","163570705"
"48086014","292935209"
"48086014","210926192"
"48086014","787373558"
"48086014","168673083"
"48086014","1155335864"
"48086014","82649553"
"48086014","1140648348"
"48086014","168502762"
"48086014","164007407"
"48086014","237944147"
"48086014","88806753"
"48086014","111635527"
"48086014","22669526"
"48086014","24745957"
"48086014","467823431"
"48086014","85396297"
"48086014","111635980"
"48086014","138770045"
"48086014","50452197"
"48086014","29450962"
"48086014","33563161"
"48086014","193732179"
"48086014","239949176"
"48086014","312134473"
"48086014","153944899"
"48086014","258900199"
"48086014","153486399"
"48086014","248850174"
"48086014","16583468"
"48086014","56864092"
"48086014","84119348"
"48086014","267854863"
"48086014","1339931490"
"48086014","112740986"
"48086014","158398519"
"48086014","381152398"
"48086014","193872188"
"48086014","234014087"
"48086014","140519774"
"48086014","249410485"
"48086014","15442036"
"48086014","16789970"
"48086014","171598736"
"48086014","72198806"
"48086014","17494010"
"48086014","221162525"
"48086014","970207298"
"48086014","1064206014"
"48086014","39249305"
"48086014","239905257"
"48086014","22012091"
"48086014","240812994"
"14984637","20209807"
"14984637","516880804"
"14984637","21312077"
"14984637","10615232"
"14984637","18967498"
"14984637","22831059"
"14984637","22509548"
"14984637","16102244"
"14984637","80612021"
"14984637","31611298"
"14984637","24195214"
"14984637","15361570"
"14984637","17800215"
"14984637","16056306"
"14984637","18805303"
"14984637","13218102"
"14984637","14135426"
"14984637","18061669"
"14984637","63169388"
"14984637","7429102"
"14984637","92186819"
"14984637","15751083"
"14984637","15764644"
"14984637","27676828"
"14984637","15160884"
"14984637","29501253"
"14984637","133832049"
"14984637","19318314"
"14984637","148453195"
"14984637","787373558"
"14984637","995193054"
"14984637","28599820"
"14984637","82649553"
"14984637","17513304"
"14984637","88806753"
"14984637","111635527"
"14984637","32010840"
"14984637","26051676"
"14984637","1071102246"
"14984637","19929362"
"14984637","85396297"
"14984637","50452197"
"14984637","153944899"
"14984637","1055730738"
"14984637","19658173"
"14984637","581141508"
"14984637","19407835"
"14984637","16583468"
"14984637","56864092"
"14984637","84119348"
"14984637","20552026"
"14984637","2932617195"
"14984637","158398519"
"14984637","25781141"
"14984637","20545793"
"14984637","15600527"
"14984637","24913074"
"14984637","20002401"
"14984637","137794015"
"14984637","381152398"
"14984637","975200486"
"14984637","13491312"
"14984637","6577802"
"14984637","26778110"
"14984637","15356407"
"14984637","140519774"
"14984637","14275291"
"14984637","21269970"
"14984637","19726613"
"14984637","18695134"
"14984637","16789970"
"14984637","20597460"
"14984637","278124059"
"14984637","72198806"
"14984637","29201047"
"14984637","19394188"
"14984637","43910797"
"14984637","76456274"
"14984637","39249305"
"14984637","20467163"
"14984637","16256269"
"14984637","22012091"
"150078976","10615232"
"150078976","31611298"
"150078976","16056306"
"150078976","15764644"
"150078976","1060984272"
"150078976","85396297"
"150078976","50452197"
"150078976","140519774"
"150078976","60828944"
"150078976","278124059"
"150078976","19394188"
"18137749","516880804"
"18137749","305620929"
"18137749","21312077"
"18137749","48086014"
"18137749","188019606"
"18137749","22509548"
"18137749","38254095"
"18137749","31801993"
"18137749","78445977"
"18137749","161411080"
"18137749","22812754"
"18137749","80612021"
"18137749","31611298"
"18137749","24195214"
"18137749","15361570"
"18137749","237770636"
"18137749","14135426"
"18137749","108376246"
"18137749","63169388"
"18137749","36686040"
"18137749","92186819"
"18137749","15764644"
"18137749","242892689"
"18137749","221792092"
"18137749","164369297"
"18137749","293131808"
"18137749","34972633"
"18137749","1410590874"
"18137749","29501253"
"18137749","58928690"
"18137749","156333623"
"18137749","199325935"
"18137749","249348006"
"18137749","248735463"
"18137749","133832049"
"18137749","19318314"
"18137749","161791703"
"18137749","148453195"
"18137749","33576489"
"18137749","163570705"
"18137749","162069635"
"18137749","210926192"
"18137749","787373558"
"18137749","155669457"
"18137749","28599820"
"18137749","82649553"
"18137749","168502762"
"18137749","164007407"
"18137749","88806753"
"18137749","111635527"
"18137749","22669526"
"18137749","24745957"
"18137749","1071102246"
"18137749","40302336"
"18137749","22523087"
"18137749","132201224"
"18137749","85396297"
"18137749","111635980"
"18137749","1055907624"
"18137749","138770045"
"18137749","50452197"
"18137749","29450962"
"18137749","384913290"
"18137749","33563161"
"18137749","193732179"
"18137749","239949176"
"18137749","312134473"
"18137749","153944899"
"18137749","292990703"
"18137749","1055730738"
"18137749","258900199"
"18137749","153486399"
"18137749","1206227149"
"18137749","1037321378"
"18137749","242426145"
"18137749","385429543"
"18137749","16583468"
"18137749","84119348"
"18137749","20552026"
"18137749","252249233"
"18137749","267854863"
"18137749","112740986"
"18137749","479872233"
"18137749","158398519"
"18137749","25781141"
"18137749","20545793"
"18137749","24913074"
"18137749","20002401"
"18137749","137794015"
"18137749","13491312"
"18137749","234014087"
"18137749","140519774"
"18137749","249410485"
"18137749","132278386"
"18137749","109071031"
"18137749","247334603"
"18137749","18695134"
"18137749","16789970"
"18137749","109287731"
"18137749","216503958"
"18137749","236511574"
"18137749","72198806"
"18137749","29201047"
"18137749","29442313"
"18137749","17494010"
"18137749","76456274"
"18137749","221162525"
"18137749","970207298"
"18137749","242555999"
"18137749","239905257"
"18137749","22012091"
"18137749","240812994"
"10615232","15394954"
"10615232","242761889"
"10615232","18967498"
"10615232","22509548"
"10615232","510516465"
"10615232","14845376"
"10615232","17800215"
"10615232","18805303"
"10615232","18632666"
"10615232","5558312"
"10615232","13218102"
"10615232","7429102"
"10615232","15160884"
"10615232","314205957"
"10615232","110545675"
"10615232","124224165"
"10615232","236916916"
"10615232","219429281"
"10615232","2965083477"
"10615232","29766367"
"10615232","13491312"
"10615232","242873057"
"10615232","250188760"
"10615232","21269970"
"10615232","234374703"
"10615232","76649729"
"10615232","21157904"
"10615232","19726613"
"10615232","78403308"
"10615232","211588974"
"10615232","264219447"
"10615232","212262370"
"10615232","202206694"
"10615232","19394188"
"10615232","88784440"
"10615232","262756641"
"10615232","75364211"
"10615232","18915145"
"10615232","233737858"
"10615232","229966028"
"10615232","221162525"
"10615232","48117116"
"188019606","82453460"
"188019606","137823987"
"188019606","30216513"
"188019606","305620929"
"188019606","21312077"
"188019606","48086014"
"188019606","14984637"
"188019606","150078976"
"188019606","18137749"
"188019606","1089859058"
"188019606","510516465"
"188019606","38254095"
"188019606","23600262"
"188019606","31801993"
"188019606","78445977"
"188019606","432676344"
"188019606","161411080"
"188019606","14845376"
"188019606","22812754"
"188019606","80612021"
"188019606","31611298"
"188019606","24195214"
"188019606","15361570"
"188019606","18909919"
"188019606","231510077"
"188019606","237770636"
"188019606","14135426"
"188019606","108376246"
"188019606","63169388"
"188019606","7429102"
"188019606","36686040"
"188019606","92186819"
"188019606","15764644"
"188019606","242892689"
"188019606","221792092"
"188019606","236279233"
